"fish_id","standard_length","total_length","height","volume","Fangdatum","fish_species"
59,"103",127,25.5,38.7631221509586,2021-05-28,"Chub"
60,"88",105,20,20.7816354034965,2021-05-28,"Chub"
61,"215",261,50.5,324.222776230113,2021-05-28,"Chub"
62,"215",265,52,344.164616793415,2021-05-28,"Chub"
NA,NA,NA,NA,0,NA,NA
NA,"Min",96,NA,0,NA,NA
NA,"Max",265,NA,0,NA,NA
NA,"Durchschnitt",148.306451612903,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
1,"117.7",134.8,23,32.8244533189496,2021-04-16,"Trout"
2,"127.7",147.8,26,44.6079327608489,2021-04-16,"Trout"
3,"117",135.5,26,37.4922772367468,2021-04-16,"Trout"
4,"97.5",112.4,21.3,21.1349929487128,2021-04-16,"Trout"
5,"109",124.6,23.6,28.7764998750656,2021-04-16,"Trout"
6,"88.5",105,19.8,17.1448492078846,2021-04-16,"Trout"
7,"127.7",147.8,27.3,46.8383293988914,2021-04-16,"Trout"
8,"102",122,22.6,26.4190977566572,2021-04-16,"Trout"
9,"100",114,20,20.4140690630265,2021-04-16,"Trout"
10,"100",116.8,21.8,23.3578067245673,2021-04-16,"Trout"
11,"105",121.5,22.9,26.550818846136,2021-04-16,"Trout"
12,"129",140,28.5,43.8723414073815,2021-04-16,"Trout"
13,"114",132,27,36.9488995174003,2021-04-23,"Trout"
14,"120.5",141,30.5,47.6242277038392,2021-04-23,"Trout"
15,"129",150,33,58.3158136322605,2021-04-23,"Trout"
16,"133.5",160,32,64.339817545519,2021-04-23,"Trout"
17,"145",174,35,83.225501782574,2021-04-23,"Trout"
18,"113",134.5,29.5,41.913744919932,2021-04-23,"Trout"
19,"89.5",103,20.5,17.0811926867412,2021-04-23,"Trout"
20,"110",127.5,26,33.1958351236974,2021-04-23,"Trout"
21,"102.5",118.5,26,28.6747691359163,2021-04-23,"Trout"
22,"104.5",125,24.5,30.0660234425586,2021-04-23,"Trout"
23,"128",149,30.5,53.1817051080396,2021-04-23,"Trout"
24,"155",180,34,86.5194616798629,2021-04-23,"Trout"
25,"95",112,23,22.6596794918125,2021-04-23,"Trout"
26,"117",140,30,46.18141200777,2021-04-23,"Trout"
27,"97",115,23,23.8898486351419,2021-04-23,"Trout"
28,"112",130,25,33.1830724035422,2021-04-23,"Trout"
29,"144",166,33,71.4200249089143,2021-05-07,"Trout"
30,"153",178,40,99.538221636339,2021-05-07,"Trout"
31,"117",139,26,39.4541625790055,2021-05-07,"Trout"
32,"147",168,33,73.1513566203076,2021-05-07,"Trout"
33,"96",103,22,18.3310360540638,2021-05-07,"Trout"
34,"170",209,42,144.089304136529,2021-05-07,"Trout"
35,"134",156,31,59.2516940837649,2021-05-07,"Trout"
36,"89",104,20,16.9897330706136,2021-05-07,"Trout"
37,"124",147,28,47.5206729559953,2021-05-07,"Trout"
38,"153",179,32,80.5278161709365,2021-05-07,"Trout"
39,"125",146,31,51.898796478038,2021-05-07,"Trout"
40,"133",158,30,58.8200392531617,2021-05-07,"Trout"
41,"128",146,30,50.22464175294,2021-05-14,"Trout"
43,"146",180,48,122.145122371571,2021-05-14,"Trout"
44,"165",195,67,200.093926593359,2021-05-14,"Trout"
45,"129",150,31,54.781521896972,2021-05-14,"Trout"
46,"138",163,32,66.7751801705818,2021-05-14,"Trout"
47,"125",150,32,56.5486677646163,2021-05-14,"Trout"
48,"142",168,34,75.3680643966806,2021-05-14,"Trout"
49,"119",140,30,46.18141200777,2021-05-14,"Trout"
50,"103",134,28,39.4873063815008,2021-05-14,"Trout"
51,"151",176,35,85.1497272828978,2021-05-14,"Trout"
52,"130",151,32,57.3051632756007,2021-05-14,"Trout"
53,"99",118,23,25.152533262436,2021-05-14,"Trout"
54,"142",172,38,88.2938332106104,2021-05-14,"Trout"
55,"131",156,33,63.074384024653,2021-05-14,"Trout"
56,"125",148,32,55.0507563873847,2021-05-14,"Trout"
57,"137",162,35,72.1419629007092,2021-05-14,"Trout"
58,"161",186,38,103.252212471413,2021-06-03,"Trout"
59,"226",258,49,256.1682924071,2021-06-03,"Trout"
60,"159",182,36,93.6559035517575,2021-06-03,"Trout"
61,"165",188,38,105.484628211054,2021-06-03,"Trout"
62,"154",181,36,92.6295452318297,2021-06-03,"Trout"
63,"200",232,49,207.139026658851,2021-06-11,"Trout"
64,"242",281,56,347.288616528145,2021-06-11,"Trout"
65,"252",285,55,350.866812020768,2021-06-11,"Trout"
66,"206",239,48,215.341096758843,2021-06-11,"Trout"
67,"200",232,50,211.366353733521,2021-06-11,"Trout"
68,"174",203,39,126.225344370237,2021-06-11,"Trout"
69,"239",275,55,326.676548588126,2021-06-11,"Trout"
70,"197",229,45,185.341792890265,2021-06-11,"Trout"
71,"182",213,44,156.784008810787,2021-06-11,"Trout"
72,"207",244,47,219.769485763343,2021-06-11,"Trout"
NA,NA,NA,NA,0,NA,NA
NA,"Min",103,NA,0,NA,NA
NA,"Max",285,NA,0,NA,NA
NA,"Durchschnitt",167.093548387097,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
NA,NA,NA,NA,0,NA,NA
1,"85",105,18,17.1448492078846,2021-05-28,"Barbel"
2,"79",96,16,12.7392838740128,2021-05-28,"Barbel"
3,"93.5",111.5,20,21.4813858971754,2021-05-28,"Barbel"
4,"93",113,20,22.0632481265284,2021-05-28,"Barbel"
5,"82",102,18,16.1791393341344,2021-05-28,"Barbel"
6,"81.5",102,17,15.2802982600158,2021-05-28,"Barbel"
7,"90.5",112.5,18,19.6815871008879,2021-05-28,"Barbel"
8,"83",103,17,15.5813806459542,2021-05-28,"Barbel"
9,"94",117,20,23.6528940092449,2021-05-28,"Barbel"
10,"81",101.5,17,15.1308585879707,2021-05-28,"Barbel"
11,"80",98,17,14.1053426075732,2021-05-28,"Barbel"
12,"105.5",129,22.5,32.3477818218149,2021-05-28,"Barbel"
13,"146.5",178,30,82.1190328499797,2021-05-28,"Barbel"
14,"85",105,19,18.0973408305449,2021-05-28,"Barbel"
15,"78",98,17,14.1053426075732,2021-05-28,"Barbel"
16,"86",106,18,17.4729728525888,2021-05-28,"Barbel"
17,"90",112,19,20.5907522338644,2021-05-28,"Barbel"
18,"127",156,27,56.7669456221877,2021-06-03,"Barbel"
19,"108",136,22,35.1546731210821,2021-06-03,"Barbel"
20,"162",202,34,119.857226105668,2021-06-03,"Barbel"
21,"168",206,33,120.984837956821,2021-06-03,"Barbel"
22,"106",133,22,33.6208376318567,2021-06-03,"Barbel"
23,"201",248,39,207.22900187245,2021-06-03,"Barbel"
24,"107",133,22,33.6208376318567,2021-06-03,"Barbel"
25,"114",143,24,42.4000025943501,2021-06-03,"Barbel"
26,"137",165,27,63.5059210455317,2021-06-03,"Barbel"
27,"116",144,25,44.7865448695761,2021-06-03,"Barbel"
28,"125",155,28,58.117107896921,2021-06-03,"Barbel"
29,"123",154,26,53.2717981313629,2021-06-03,"Barbel"
30,"109",136,22,35.1546731210821,2021-06-03,"Barbel"
31,"112",141,23,39.5046872428568,2021-06-03,"Barbel"
32,"202",245,41,212.617296658273,2021-06-03,"Barbel"
33,"159",196,32,106.204932574669,2021-06-03,"Barbel"
34,"180",220,35,146.351093767481,2021-06-03,"Barbel"
35,"120",147,23,42.9383223495243,2021-06-03,"Barbel"
36,"142",172,28.5,72.8424123987536,2021-06-03,"Barbel"
37,"152",186,29,86.677515206265,2021-06-03,"Barbel"
38,"152",184,30,87.7484527259472,2021-06-03,"Barbel"
39,"121",148,24,45.4168740195924,2021-06-03,"Barbel"
40,"112",136,23,36.752612808404,2021-06-03,"Barbel"
41,"109",132,22,33.1171617896699,2021-06-03,"Barbel"
42,"108",135,21,33.0650663294917,2021-06-03,"Barbel"
43,"125",153,25,50.5598104191699,2021-06-03,"Barbel"
44,"103",125,21,28.3479649601266,2021-06-03,"Barbel"
45,"104",129,22,31.6289422257746,2021-06-03,"Barbel"
46,"114",136,24,38.3505524957259,2021-06-03,"Barbel"
47,"114",138,23,37.8415202380647,2021-06-03,"Barbel"
48,"125",153,25,50.5598104191699,2021-06-03,"Barbel"
49,"165",200,32,110.584061406361,2021-06-03,"Barbel"
50,"121",145,25,45.4107400599362,2021-06-11,"Barbel"
51,"200",241,41,205.731365384575,2021-06-11,"Barbel"
52,"153",189,32,98.7543314374153,2021-06-11,"Barbel"
53,"129",155,27,56.0414969006024,2021-06-11,"Barbel"
54,"215",256,42,237.799965648238,2021-06-11,"Barbel"
55,"115",142,22,38.3249799315257,2021-06-11,"Barbel"
56,"107",130,21,30.661158900873,2021-06-11,"Barbel"
57,"126",156,27,56.7669456221877,2021-06-11,"Barbel"
58,"122",147,24,44.8052059299384,2021-06-11,"Barbel"
59,"160",197,34,113.99713478911,2021-06-11,"Barbel"
60,"135",167,28,67.4642256872936,2021-06-11,"Barbel"
61,"143",179,30,83.0443104262782,2021-06-11,"Barbel"
62,"169",213,35,137.186007709438,2021-06-11,"Barbel"
NA,NA,NA,NA,NA,NA,NA
NA,"Min",96,NA,NA,NA,NA
NA,"Max",256,NA,NA,NA,NA
NA,"Durchschnitt",151.508064516129,NA,NA,NA,NA
