"experiment_id","waveform","fish_species","fish_id","behavior","time_from","time_to","type","voltage","experiment_timestamp","breathing_rate_start","water_conductivity","water_temperature","breathing_rate_end","meta_behavior","standard_length","total_length","height","volume","Fangdatum","t.Pulse","Frequency","N.Pulses.Group","t.Gap","DutyCycle","usage","field_strength","c_w","p_d","p_t"
407,"VB2","Trout","6","BURST SWIMMING",350,350.135,"point",34.9,"2021-04-19 14:41:56",118,330,14,126,"Strong",88.5,105,19.8,17.1448492078846,"2021-04-16","0.3","25",5,7,"0.0075",1,0.5524142,265.406802900785,80.991924378236,68.3305710667384
407,"VB2","Trout","6","FIN",114,143.634,"interval",10.6,"2021-04-19 14:41:56",118,330,14,126,"Twitch",88.5,105,19.8,17.1448492078846,"2021-04-16","0.3","25",5,7,"0.0075",1,0.1549148,265.406802900785,6.36939044181176,5.37367261708101
407,"VB2","Trout","6","BURST SWIMMING",339,339.156,"point",32.4,"2021-04-19 14:41:56",118,330,14,126,"Strong",88.5,105,19.8,17.1448492078846,"2021-04-16","0.3","25",5,7,"0.0075",1,0.5115192,265.406802900785,69.4441921203384,58.5880795064321
407,"VB2","Trout","6","BURST SWIMMING",726,726.002,"point",62.9,"2021-04-19 14:41:56",118,330,14,126,"Strong",88.5,105,19.8,17.1448492078846,"2021-04-16","0.3","25",5,7,"0.0075",1,1.0104382,265.406802900785,270.976459149587,228.615091461014
407,"VB2","Trout","6","LIGHT UNDULATION",567,742.768,"interval",53,"2021-04-19 14:41:56",118,330,14,126,"Twitch",88.5,105,19.8,17.1448492078846,"2021-04-16","0.3","25",5,7,"0.0075",1,0.848494,265.406802900785,191.077522551215,161.206642936003
407,"VB2","Trout","6","BURST SWIMMING",475,475.168,"point",42.8,"2021-04-19 14:41:56",118,330,14,126,"Strong",88.5,105,19.8,17.1448492078846,"2021-04-16","0.3","25",5,7,"0.0075",1,0.6816424,265.406802900785,123.317651211266,104.039576717836
407,"VB2","Trout","6","BURST SWIMMING",471,471.312,"point",42.9,"2021-04-19 14:41:56",118,330,14,126,"Strong",88.5,105,19.8,17.1448492078846,"2021-04-16","0.3","25",5,7,"0.0075",1,0.6832782,265.406802900785,123.910234831334,104.539522576326
407,"VB2","Trout","6","BURST SWIMMING",603,603.937,"point",57.9,"2021-04-19 14:41:56",118,330,14,126,"Strong",88.5,105,19.8,17.1448492078846,"2021-04-16","0.3","25",5,7,"0.0075",1,0.9286482,265.406802900785,228.883503759465,193.102468421443
407,"VB2","Trout","6","LIGHT UNDULATION",243,254.626,"interval",22.8,"2021-04-19 14:41:56",118,330,14,126,"Twitch",88.5,105,19.8,17.1448492078846,"2021-04-16","0.3","25",5,7,"0.0075",1,0.3544824,265.406802900785,33.3504275022055,28.136802206393
407,"VB2","Trout","6","UNCONTROLLED",741,741.588,"point",62.9,"2021-04-19 14:41:56",118,330,14,126,"Uncontrolled",88.5,105,19.8,17.1448492078846,"2021-04-16","0.3","25",5,7,"0.0075",1,1.0104382,265.406802900785,270.976459149587,228.615091461014
407,"VB2","Trout","6","BURST SWIMMING",179,179.314,"point",17.8,"2021-04-19 14:41:56",118,330,14,126,"Strong",88.5,105,19.8,17.1448492078846,"2021-04-16","0.3","25",5,7,"0.0075",1,0.2726924,265.406802900785,19.7359537592054,16.6506599425316
407,"VB2","Trout","6","BURST SWIMMING",410,410.736,"point",37.7,"2021-04-19 14:41:56",118,330,14,126,"Strong",88.5,105,19.8,17.1448492078846,"2021-04-16","0.3","25",5,7,"0.0075",1,0.5982166,265.406802900785,94.9793013839972,80.1313211522156
407,"VB2","Trout","6","LIGHT UNDULATION",388,452.737,"interval",36.1,"2021-04-19 14:41:56",118,330,14,126,"Twitch",88.5,105,19.8,17.1448492078846,"2021-04-16","0.3","25",5,7,"0.0075",1,0.5720438,265.406802900785,86.8501587012119,73.2729958801348
407,"VB2","Trout","6","BURST SWIMMING",449,449.748,"point",42,"2021-04-19 14:41:56",118,330,14,126,"Strong",88.5,105,19.8,17.1448492078846,"2021-04-16","0.3","25",5,7,"0.0075",1,0.668556,265.406802900785,118.628115684101,100.08314966577
407,"VB2","Trout","6","BURST SWIMMING",270,270.976,"point",26.2,"2021-04-19 14:41:56",118,330,14,126,"Strong",88.5,105,19.8,17.1448492078846,"2021-04-16","0.3","25",5,7,"0.0075",1,0.4100996,265.406802900785,44.6365625049065,37.6585916414653
407,"VB2","Trout","6","BURST SWIMMING",432,432.038,"point",40.7,"2021-04-19 14:41:56",118,330,14,126,"Strong",88.5,105,19.8,17.1448492078846,"2021-04-16","0.3","25",5,7,"0.0075",1,0.6472906,265.406802900785,111.201501387362,93.8175275079527
407,"VB2","Trout","6","FIN",97,107.159,"interval",8.6,"2021-04-19 14:41:56",118,330,14,126,"Twitch",88.5,105,19.8,17.1448492078846,"2021-04-16","0.3","25",5,7,"0.0075",1,0.1221988,265.406802900785,3.963199484504,3.34363809856989
407,"VB2","Trout","6","BURST SWIMMING",404,404.703,"point",37.7,"2021-04-19 14:41:56",118,330,14,126,"Strong",88.5,105,19.8,17.1448492078846,"2021-04-16","0.3","25",5,7,"0.0075",1,0.5982166,265.406802900785,94.9793013839972,80.1313211522156
407,"VB2","Trout","6","BURST SWIMMING",406,406.003,"point",37.7,"2021-04-19 14:41:56",118,330,14,126,"Strong",88.5,105,19.8,17.1448492078846,"2021-04-16","0.3","25",5,7,"0.0075",1,0.5982166,265.406802900785,94.9793013839972,80.1313211522156
407,"VB2","Trout","6","BURST SWIMMING",343,343.042,"point",32.4,"2021-04-19 14:41:56",118,330,14,126,"Strong",88.5,105,19.8,17.1448492078846,"2021-04-16","0.3","25",5,7,"0.0075",1,0.5115192,265.406802900785,69.4441921203384,58.5880795064321
407,"VB2","Trout","6","BURST SWIMMING",401,401.828,"point",38.1,"2021-04-19 14:41:56",118,330,14,126,"Strong",88.5,105,19.8,17.1448492078846,"2021-04-16","0.3","25",5,7,"0.0075",1,0.6047598,265.406802900785,97.0684019806728,81.8938355989654
407,"VB2","Trout","6","BURST SWIMMING",468,468.661,"point",42.9,"2021-04-19 14:41:56",118,330,14,126,"Strong",88.5,105,19.8,17.1448492078846,"2021-04-16","0.3","25",5,7,"0.0075",1,0.6832782,265.406802900785,123.910234831334,104.539522576326
407,"VB2","Trout","6","LIGHT UNDULATION",143,161.394,"interval",13.8,"2021-04-19 14:41:56",118,330,14,126,"Twitch",88.5,105,19.8,17.1448492078846,"2021-04-16","0.3","25",5,7,"0.0075",1,0.2072604,265.406802900785,11.4010464338735,9.61873692427441
407,"VB2","Trout","6","BURST SWIMMING",348,348.817,"point",32.3,"2021-04-19 14:41:56",118,330,14,126,"Strong",88.5,105,19.8,17.1448492078846,"2021-04-16","0.3","25",5,7,"0.0075",1,0.5098834,265.406802900785,69.0007476809658,58.2139581108569
407,"VB2","Trout","6","BURST SWIMMING",320,320.048,"point",32.1,"2021-04-19 14:41:56",118,330,14,126,"Strong",88.5,105,19.8,17.1448492078846,"2021-04-16","0.3","25",5,7,"0.0075",1,0.5066118,265.406802900785,68.118119921669,57.4693103043614
407,"VB2","Trout","6","HEAVY UNDULATION",161,243.793,"interval",15,"2021-04-19 14:41:56",118,330,14,126,"Twitch",88.5,105,19.8,17.1448492078846,"2021-04-16","0.3","25",5,7,"0.0075",1,0.22689,265.406802900785,13.66289594236,11.5269946890873
407,"VB2","Trout","6","BURST SWIMMING",372,372.643,"point",34.1,"2021-04-19 14:41:56",118,330,14,126,"Strong",88.5,105,19.8,17.1448492078846,"2021-04-16","0.3","25",5,7,"0.0075",1,0.5393278,265.406802900785,77.200064681544,65.1314874486001
408,"VB2","Chub","13","BURST SWIMMING",339,339,"point",32.8,"2021-04-19 15:05:26",110,330,14,95,"Strong",133.6,157,30,69.6934055865013,"2021-04-16","0.3","25",5,7,"0.0075",1,0.5180624,265.406802900785,71.2321736093238,60.096548370915
408,"VB2","Chub","13","BURST SWIMMING",283,283.423,"point",28.5,"2021-04-19 15:05:26",110,330,14,95,"Strong",133.6,157,30,69.6934055865013,"2021-04-16","0.3","25",5,7,"0.0075",1,0.447723,265.406802900785,53.2023554885723,44.8853062887175
408,"VB2","Chub","13","BURST SWIMMING",293,293.502,"point",28.2,"2021-04-19 15:05:26",110,330,14,95,"Strong",133.6,157,30,69.6934055865013,"2021-04-16","0.3","25",5,7,"0.0075",1,0.4428156,265.406802900785,52.0424669483923,43.9067414881809
408,"VB2","Chub","13","BURST SWIMMING",206,206.622,"point",21.3,"2021-04-19 15:05:26",110,330,14,95,"Strong",133.6,157,30,69.6934055865013,"2021-04-16","0.3","25",5,7,"0.0075",1,0.3299454,265.406802900785,28.8932374275664,24.3763983699466
408,"VB2","Chub","13","BURST SWIMMING",177,177.053,"point",18,"2021-04-19 15:05:26",110,330,14,95,"Strong",133.6,157,30,69.6934055865013,"2021-04-16","0.3","25",5,7,"0.0075",1,0.275964,265.406802900785,20.2123547977502,17.0525858786106
408,"VB2","Chub","13","HEAVY UNDULATION",160,228.526,"interval",17.8,"2021-04-19 15:05:26",110,330,14,95,"Twitch",133.6,157,30,69.6934055865013,"2021-04-16","0.3","25",5,7,"0.0075",1,0.2726924,265.406802900785,19.7359537592054,16.6506599425316
408,"VB2","Chub","13","LIGHT UNDULATION",228,239.083,"interval",22.2,"2021-04-19 15:05:26",110,330,14,95,"Twitch",133.6,157,30,69.6934055865013,"2021-04-16","0.3","25",5,7,"0.0075",1,0.3446676,265.406802900785,31.5292013973138,26.6002858099219
408,"VB2","Chub","13","JERKING",269,269.902,"point",27.4,"2021-04-19 15:05:26",110,330,14,95,"Twitch",133.6,157,30,69.6934055865013,"2021-04-16","0.3","25",5,7,"0.0075",1,0.4297292,265.406802900785,49.0119272598228,41.3499617950191
408,"VB2","Chub","13","BURST SWIMMING",354,354,"point",33.8,"2021-04-19 15:05:26",110,330,14,95,"Strong",133.6,157,30,69.6934055865013,"2021-04-16","0.3","25",5,7,"0.0075",1,0.5344204,265.406802900785,75.8015534522509,63.9516035073991
408,"VB2","Chub","13","LIGHT UNDULATION",131,160.143,"interval",13.1,"2021-04-19 15:05:26",110,330,14,95,"Twitch",133.6,157,30,69.6934055865013,"2021-04-16","0.3","25",5,7,"0.0075",1,0.1958098,265.406802900785,10.1760890350303,8.58527538797986
408,"VB2","Chub","13","BURST SWIMMING",386,386,"point",39.2,"2021-04-19 15:05:26",110,330,14,95,"Strong",133.6,157,30,69.6934055865013,"2021-04-16","0.3","25",5,7,"0.0075",1,0.6227536,265.406802900785,102.930609406363,86.8396124055322
408,"VB2","Chub","13","BURST SWIMMING",206,206.345,"point",21.3,"2021-04-19 15:05:26",110,330,14,95,"Strong",133.6,157,30,69.6934055865013,"2021-04-16","0.3","25",5,7,"0.0075",1,0.3299454,265.406802900785,28.8932374275664,24.3763983699466
408,"VB2","Chub","13","UNCONTROLLED",475,475,"point",45.3,"2021-04-19 15:05:26",110,330,14,95,"Uncontrolled",133.6,157,30,69.6934055865013,"2021-04-16","0.3","25",5,7,"0.0075",1,0.7225374,265.406802900785,138.558353657818,116.897721645566
408,"VB2","Chub","13","BURST SWIMMING",251,251.612,"point",26.3,"2021-04-19 15:05:26",110,330,14,95,"Strong",133.6,157,30,69.6934055865013,"2021-04-16","0.3","25",5,7,"0.0075",1,0.4117354,265.406802900785,44.9933641821607,37.9596150157278
408,"VB2","Chub","13","BURST SWIMMING",221,221.967,"point",24.1,"2021-04-19 15:05:26",110,330,14,95,"Strong",133.6,157,30,69.6934055865013,"2021-04-16","0.3","25",5,7,"0.0075",1,0.3757478,265.406802900785,37.4718334800986,31.6139146003662
408,"VB2","Chub","13","HEAVY UNDULATION",239,312.348,"interval",23.5,"2021-04-19 15:05:26",110,330,14,95,"Twitch",133.6,157,30,69.6934055865013,"2021-04-16","0.3","25",5,7,"0.0075",1,0.365933,265.406802900785,35.5398182695473,29.9839286028724
408,"VB2","Chub","13","BURST SWIMMING",236,236.157,"point",24.8,"2021-04-19 15:05:26",110,330,14,95,"Strong",133.6,157,30,69.6934055865013,"2021-04-16","0.3","25",5,7,"0.0075",1,0.3871984,265.406802900785,39.7904782040433,33.5700888647054
408,"VB2","Chub","13","BURST SWIMMING",236,236.368,"point",24.8,"2021-04-19 15:05:26",110,330,14,95,"Strong",133.6,157,30,69.6934055865013,"2021-04-16","0.3","25",5,7,"0.0075",1,0.3871984,265.406802900785,39.7904782040433,33.5700888647054
408,"VB2","Chub","13","LIGHT UNDULATION",312,452,"interval",31.9,"2021-04-19 15:05:26",110,330,14,95,"Twitch",133.6,157,30,69.6934055865013,"2021-04-16","0.3","25",5,7,"0.0075",1,0.5033402,265.406802900785,67.2411736549701,56.7294558107387
408,"VB2","Chub","13","JERKING",283,283.038,"point",28.5,"2021-04-19 15:05:26",110,330,14,95,"Twitch",133.6,157,30,69.6934055865013,"2021-04-16","0.3","25",5,7,"0.0075",1,0.447723,265.406802900785,53.2023554885723,44.8853062887175
408,"VB2","Chub","13","BURST SWIMMING",267,267.727,"point",27.7,"2021-04-19 15:05:26",110,330,14,95,"Strong",133.6,157,30,69.6934055865013,"2021-04-16","0.3","25",5,7,"0.0075",1,0.4346366,265.406802900785,50.1377268444152,42.299766718318
408,"VB2","Chub","13","BURST SWIMMING",432,432,"point",43.7,"2021-04-19 15:05:26",110,330,14,95,"Strong",133.6,157,30,69.6934055865013,"2021-04-16","0.3","25",5,7,"0.0075",1,0.6963646,265.406802900785,128.702037225262,108.582229260106
408,"VB2","Chub","13","BURST SWIMMING",221,221.79,"point",24.1,"2021-04-19 15:05:26",110,330,14,95,"Strong",133.6,157,30,69.6934055865013,"2021-04-16","0.3","25",5,7,"0.0075",1,0.3757478,265.406802900785,37.4718334800986,31.6139146003662
408,"VB2","Chub","13","FIN",116,131.727,"interval",10.8,"2021-04-19 15:05:26",110,330,14,95,"Twitch",133.6,157,30,69.6934055865013,"2021-04-16","0.3","25",5,7,"0.0075",1,0.1581864,265.406802900785,6.64125774683114,5.6030392897334
408,"VB2","Chub","13","BURST SWIMMING",400,400,"point",38.3,"2021-04-19 15:05:26",110,330,14,95,"Strong",133.6,157,30,69.6934055865013,"2021-04-16","0.3","25",5,7,"0.0075",1,0.6080314,265.406802900785,98.1214745179075,82.7822827916497
408,"VB2","Chub","13","BURST SWIMMING",269,269.037,"point",27.4,"2021-04-19 15:05:26",110,330,14,95,"Strong",133.6,157,30,69.6934055865013,"2021-04-16","0.3","25",5,7,"0.0075",1,0.4297292,265.406802900785,49.0119272598228,41.3499617950191
408,"VB2","Chub","13","BURST SWIMMING",285,285.167,"point",28.2,"2021-04-19 15:05:26",110,330,14,95,"Strong",133.6,157,30,69.6934055865013,"2021-04-16","0.3","25",5,7,"0.0075",1,0.4428156,265.406802900785,52.0424669483923,43.9067414881809
408,"VB2","Chub","13","BURST SWIMMING",294,294.492,"point",28.2,"2021-04-19 15:05:26",110,330,14,95,"Strong",133.6,157,30,69.6934055865013,"2021-04-16","0.3","25",5,7,"0.0075",1,0.4428156,265.406802900785,52.0424669483923,43.9067414881809
409,"H1","Trout","9","BURST SWIMMING",160,160.43,"point",20.8,"2021-04-19 15:36:40",120,330,14,110,"Strong",100,114,20,20.4140690630265,"2021-04-16","2","10",NA,NA,"0.02",1,0.3217664,265.406802900785,27.4785260601607,23.1828468353765
409,"H1","Trout","9","BURST SWIMMING",253,253.436,"point",25.1,"2021-04-19 15:36:40",120,330,14,110,"Strong",100,114,20,20.4140690630265,"2021-04-16","2","10",NA,NA,"0.02",1,0.3921058,265.406802900785,40.8054886829761,34.4264241869816
409,"H1","Trout","9","FIN",107,143.34,"interval",11.1,"2021-04-19 15:36:40",120,330,14,110,"Twitch",100,114,20,20.4140690630265,"2021-04-16","2","10",NA,NA,"0.02",1,0.1630938,265.406802900785,7.05971150298134,5.95607676034878
409,"H1","Trout","9","JERKING",261,261.31,"point",27,"2021-04-19 15:36:40",120,330,14,110,"Twitch",100,114,20,20.4140690630265,"2021-04-16","2","10",NA,NA,"0.02",1,0.423186,265.406802900785,47.5307463711257,40.100331825676
409,"H1","Trout","9","HEAVY UNDULATION",228,303.933,"interval",23.9,"2021-04-19 15:36:40",120,330,14,110,"Twitch",100,114,20,20.4140690630265,"2021-04-16","2","10",NA,NA,"0.02",1,0.3724762,265.406802900785,36.8221469173169,31.0657926216619
409,"H1","Trout","9","FIN",169,215.855,"interval",18.8,"2021-04-19 15:36:40",120,330,14,110,"Twitch",100,114,20,20.4140690630265,"2021-04-16","2","10",NA,NA,"0.02",1,0.2890504,265.406802900785,22.1747738779089,18.7082227516559
409,"H1","Trout","9","LIGHT UNDULATION",143,169.79,"interval",14.1,"2021-04-19 15:36:40",120,330,14,110,"Twitch",100,114,20,20.4140690630265,"2021-04-16","2","10",NA,NA,"0.02",1,0.2121678,265.406802900785,11.9473337734771,10.0796239345314
409,"H1","Trout","9","BURST SWIMMING",252,252.763,"point",25.1,"2021-04-19 15:36:40",120,330,14,110,"Strong",100,114,20,20.4140690630265,"2021-04-16","2","10",NA,NA,"0.02",1,0.3921058,265.406802900785,40.8054886829761,34.4264241869816
409,"H1","Trout","9","UNCONTROLLED",459,459.231,"point",47,"2021-04-19 15:36:40",120,330,14,110,"Uncontrolled",100,114,20,20.4140690630265,"2021-04-16","2","10",NA,NA,"0.02",1,0.750346,265.406802900785,149.429104535838,126.069063370334
409,"H1","Trout","9","BURST SWIMMING",160,160.606,"point",20.8,"2021-04-19 15:36:40",120,330,14,110,"Strong",100,114,20,20.4140690630265,"2021-04-16","2","10",NA,NA,"0.02",1,0.3217664,265.406802900785,27.4785260601607,23.1828468353765
409,"H1","Trout","9","LIGHT UNDULATION",215,228.029,"interval",22.5,"2021-04-19 15:36:40",120,330,14,110,"Twitch",100,114,20,20.4140690630265,"2021-04-16","2","10",NA,NA,"0.02",1,0.349575,265.406802900785,32.433422770587,27.3631515311754
409,"H1","Trout","9","BURST SWIMMING",152,152.558,"point",27,"2021-04-19 15:36:40",120,330,14,110,"Strong",100,114,20,20.4140690630265,"2021-04-16","2","10",NA,NA,"0.02",1,0.423186,265.406802900785,47.5307463711257,40.100331825676
409,"H1","Trout","9","LIGHT UNDULATION",304,460.125,"interval",30.8,"2021-04-19 15:36:40",120,330,14,110,"Twitch",100,114,20,20.4140690630265,"2021-04-16","2","10",NA,NA,"0.02",1,0.4853464,265.406802900785,62.5195258683142,52.7459365634187
410,"H1","Chub","9","HEAVY UNDULATION",116,206.075,"interval",10.5,"2021-04-19 15:56:40",112,330,14,100,"Twitch",131.2,156,30.9,70.8726715040646,"2021-04-16","2","10",NA,NA,"0.02",1,0.153279,265.406802900785,6.23558734902629,5.26078677308217
410,"H1","Chub","9","BURST SWIMMING",167,167.455,"point",24.9,"2021-04-19 15:56:40",112,330,14,100,"Strong",131.2,156,30.9,70.8726715040646,"2021-04-16","2","10",NA,NA,"0.02",1,0.3888342,265.406802900785,40.1273946572047,33.8543356439126
410,"H1","Chub","9","UNCONTROLLED",278,278.784,"point",27.4,"2021-04-19 15:56:40",112,330,14,100,"Uncontrolled",131.2,156,30.9,70.8726715040646,"2021-04-16","2","10",NA,NA,"0.02",1,0.4297292,265.406802900785,49.0119272598228,41.3499617950191
410,"H1","Chub","9","LIGHT UNDULATION",206,258.75,"interval",19.1,"2021-04-19 15:56:40",112,330,14,100,"Twitch",131.2,156,30.9,70.8726715040646,"2021-04-16","2","10",NA,NA,"0.02",1,0.2939578,265.406802900785,22.9341171899349,19.3488589946489
410,"H1","Chub","9","HEAVY UNDULATION",258,280.915,"interval",25.3,"2021-04-19 15:56:40",112,330,14,100,"Twitch",131.2,156,30.9,70.8726715040646,"2021-04-16","2","10",NA,NA,"0.02",1,0.3953774,265.406802900785,41.4892642013454,35.0033060429236
410,"H1","Chub","9","BURST SWIMMING",157,157.775,"point",14.4,"2021-04-19 15:56:40",112,330,14,100,"Strong",131.2,156,30.9,70.8726715040646,"2021-04-16","2","10",NA,NA,"0.02",1,0.2170752,265.406802900785,12.5064044714261,10.5512958987525
410,"H1","Chub","9","BURST SWIMMING",253,253.355,"point",25.3,"2021-04-19 15:56:40",112,330,14,100,"Strong",131.2,156,30.9,70.8726715040646,"2021-04-16","2","10",NA,NA,"0.02",1,0.3953774,265.406802900785,41.4892642013454,35.0033060429236
410,"H1","Chub","9","LIGHT UNDULATION",109,116.094,"interval",10.9,"2021-04-19 15:56:40",112,330,14,100,"Twitch",131.2,156,30.9,70.8726715040646,"2021-04-16","2","10",NA,NA,"0.02",1,0.1598222,265.406802900785,6.77932195906506,5.71952011838695
410,"H1","Chub","9","FIN",81,97.26,"interval",7,"2021-04-19 15:56:40",112,330,14,100,"Twitch",131.2,156,30.9,70.8726715040646,"2021-04-16","2","10",NA,NA,"0.02",1,0.096026,265.406802900785,2.44731418570872,2.06472901061409
410,"H1","Chub","9","JERKING",205,205.15,"point",19.1,"2021-04-19 15:56:40",112,330,14,100,"Twitch",131.2,156,30.9,70.8726715040646,"2021-04-16","2","10",NA,NA,"0.02",1,0.2939578,265.406802900785,22.9341171899349,19.3488589946489
410,"H1","Chub","9","BURST SWIMMING",210,210.285,"point",21.7,"2021-04-19 15:56:40",112,330,14,100,"Strong",131.2,156,30.9,70.8726715040646,"2021-04-16","2","10",NA,NA,"0.02",1,0.3364886,265.406802900785,30.0505732381815,25.352809505531
410,"H1","Chub","9","LIGHT UNDULATION",97,105.02,"interval",8.5,"2021-04-19 15:56:40",112,330,14,100,"Twitch",131.2,156,30.9,70.8726715040646,"2021-04-16","2","10",NA,NA,"0.02",1,0.120563,265.406802900785,3.85780385470817,3.25471881893585
410,"H1","Chub","9","BURST SWIMMING",127,127.565,"point",11.2,"2021-04-19 15:56:40",112,330,14,100,"Strong",131.2,156,30.9,70.8726715040646,"2021-04-16","2","10",NA,NA,"0.02",1,0.1647296,265.406802900785,7.20203683466371,6.07615257365706
410,"H1","Chub","9","JERKING",144,144.235,"point",12.9,"2021-04-19 15:56:40",112,330,14,100,"Twitch",131.2,156,30.9,70.8726715040646,"2021-04-16","2","10",NA,NA,"0.02",1,0.1925382,265.406802900785,9.83888456513472,8.30078561728843
410,"H1","Chub","9","FIN",105,109.275,"interval",8.5,"2021-04-19 15:56:40",112,330,14,100,"Twitch",131.2,156,30.9,70.8726715040646,"2021-04-16","2","10",NA,NA,"0.02",1,0.120563,265.406802900785,3.85780385470817,3.25471881893585
410,"H1","Chub","9","BURST SWIMMING",151,151.951,"point",15.9,"2021-04-19 15:56:40",112,330,14,100,"Strong",131.2,156,30.9,70.8726715040646,"2021-04-16","2","10",NA,NA,"0.02",1,0.2416122,265.406802900785,15.493508336351,13.0714300293206
410,"H1","Chub","9","BURST SWIMMING",131,131.659,"point",11.2,"2021-04-19 15:56:40",112,330,14,100,"Strong",131.2,156,30.9,70.8726715040646,"2021-04-16","2","10",NA,NA,"0.02",1,0.1647296,265.406802900785,7.20203683466371,6.07615257365706
411,"V4","Chub","10","LIGHT UNDULATION",146,249.78,"interval",12,"2021-04-20 09:48:05",90,330,14.5,106,"Twitch",112.2,136.7,24.7,43.5015878897484,"2021-04-16","1","20",NA,NA,"0.02",1,0.177816,268.047731657137,8.47527520623428,7.12226269002298
411,"V4","Chub","10","LIGHT UNDULATION",385,406,"interval",34.9,"2021-04-20 09:48:05",90,330,14.5,106,"Twitch",112.2,136.7,24.7,43.5015878897484,"2021-04-16","1","20",NA,NA,"0.02",1,0.5524142,268.047731657137,81.7978340225442,68.7394388037002
411,"V4","Chub","10","BURST SWIMMING",300,300.4,"point",26.7,"2021-04-20 09:48:05",90,330,14.5,106,"Strong",112.2,136.7,24.7,43.5015878897484,"2021-04-16","1","20",NA,NA,"0.02",1,0.4182786,268.047731657137,46.8968235613409,39.4101062919863
411,"V4","Chub","10","BURST SWIMMING",248,248.065,"point",24.1,"2021-04-20 09:48:05",90,330,14.5,106,"Strong",112.2,136.7,24.7,43.5015878897484,"2021-04-16","1","20",NA,NA,"0.02",1,0.3757478,268.047731657137,37.8446967281737,31.8030819015809
411,"V4","Chub","10","BURST SWIMMING",283,283.293,"point",25.7,"2021-04-20 09:48:05",90,330,14.5,106,"Strong",112.2,136.7,24.7,43.5015878897484,"2021-04-16","1","20",NA,NA,"0.02",1,0.4019206,268.047731657137,43.300475792715,36.3878877905752
411,"V4","Chub","10","LIGHT UNDULATION",96,104.8,"interval",7,"2021-04-20 09:48:05",90,330,14.5,106,"Twitch",112.2,136.7,24.7,43.5015878897484,"2021-04-16","1","20",NA,NA,"0.02",1,0.096026,268.047731657137,2.47166617042888,2.07708367214889
